"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,352","52.41%","93.95%","1,698","44.85%","6.05%","28,050","51.88%"
"Sex Crime","8,360","16.63%","98.48%","129","3.41%","1.52%","8,489","15.70%"
"Property","7,771","15.46%","89.03%","958","25.30%","10.97%","8,729","16.15%"
"Drug","5,230","10.40%","86.68%","804","21.24%","13.32%","6,034","11.16%"
"Habit/DUI","91",".18%","91.00%","9",".24%","9.00%","100",".18%"
"Other","2,474","4.92%","92.94%","188","4.97%","7.06%","2,662","4.92%"
"Total Reported","50,278","100%","93%","3,786","100%","7%","54,064","100%"
"Not Reported","81",,,"1",,,"82",
"Grand Total","50,359",,,"3,787",,,"54,146",
