"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,801","56.54%","93.07%","2,071","51.22%","6.93%","29,872","56.14%"
"Sex Crime","9,313","18.94%","98.43%","149","3.69%","1.57%","9,462","17.78%"
"Property","4,772","9.71%","87.48%","683","16.89%","12.52%","5,455","10.25%"
"Drug","4,008","8.15%","82.72%","837","20.7%","17.28%","4,845","9.11%"
"Habit/DUI","76","0.15%","84.44%","14","0.35%","15.56%","90","0.17%"
"Other","3,197","6.5%","91.71%","289","7.15%","8.29%","3,486","6.55%"
"Total Reported","49,167","100.00%","92.40%","4,043","100.00%","7.60%","53,210","100.00%"
"Not Reported","131",,,"3",,,"134",
"Grand Total","49,298",,,"4,046",,,"53,344",
