"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,431","45.28%","94.25%","1,367","36.61%","5.74%","23,799","44.67%"
"Sex Crime","7,686","15.52%","98.70%","101","2.70%","1.30%","7,787","14.62%"
"Property","9,333","18.84%","88.31%","1,235","33.07%","11.69%","10,569","19.84%"
"Drug","7,936","16.02%","89.82%","899","24.08%","10.18%","8,835","16.58%"
"Habit/DUI","123",".25%","93.89%","8",".21%","6.11%","131",".25%"
"Other","2,027","4.09%","94.19%","124","3.32%","5.76%","2,152","4.04%"
"Total Reported","49,536","100%","92.99%","3,734","100%","7.01%","53,273","100%"
"Not Reported","16",,,"1",,,"17",
"Grand Total","49,552",,,"3,735",,,"53,290",
