"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,418","56.02%","93.42%","1,862","49.87%","6.58%","28,280","55.57%"
"Sex Crime","9,005","19.10%","98.42%","145","3.88%","1.58%","9,150","17.98%"
"Property","4,867","10.32%","88.46%","635","17.01%","11.54%","5,502","10.81%"
"Drug","3,980","8.44%","82.88%","822","22.01%","17.12%","4,802","9.44%"
"Habit/DUI","67",".14%","88.16%","9",".24%","11.84%","76",".15%"
"Other","2,819","5.98%","91.53%","261","6.99%","8.47%","3,080","6.05%"
"Total Reported","47,156","100%","92.66%","3,734","100%","7.34%","50,890","100%"
"Not Reported","109",,,"3",,,"112",
"Grand Total","47,265",,,"3,737",,,"51,002",
