"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,036","46.83%","94.25%","1,405","37.61%","5.75%","24,441","46.18%"
"Sex Crime","7,695","15.64%","98.50%","117","3.13%","1.50%","7,812","14.76%"
"Property","9,216","18.74%","88.07%","1,248","33.40%","11.93%","10,464","19.77%"
"Drug","7,204","14.65%","89.66%","831","22.24%","10.34%","8,035","15.18%"
"Habit/DUI","92",".19%","92.00%","8",".21%","8.00%","100",".19%"
"Other","1,947","3.96%","93.88%","127","3.40%","6.12%","2,074","3.92%"
"Total Reported","49,190","100%","92.94%","3,736","100%","7.06%","52,926","100%"
"Not Reported","132",,,"33",,,"165",
"Grand Total","49,322",,,"3,769",,,"53,091",
