"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,235","55.65%","94.03%","1,539","51.08%","5.97%","25,774","55.35%"
"Sex Crime","8,010","18.39%","98.40%","130","4.31%","1.60%","8,140","17.48%"
"Property","5,137","11.80%","91.05%","505","16.76%","8.95%","5,642","12.12%"
"Drug","3,927","9.02%","85.74%","653","21.67%","14.26%","4,580","9.84%"
"Habit/DUI","76",".17%","86.36%","12",".40%","13.64%","88",".19%"
"Other","2,167","4.98%","92.57%","174","5.77%","7.43%","2,341","5.03%"
"Total Reported","43,552","100%","93.53%","3,013","100%","6.47%","46,565","100%"
"Not Reported","103",,,"1",,,"104",
"Grand Total","43,655",,,"3,014",,,"46,669",
