"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,038","52.84%","93.72%","1,812","45.79%","6.28%","28,850","52.34%"
"Sex Crime","8,798","17.19%","98.44%","139","3.51%","1.56%","8,937","16.21%"
"Property","7,280","14.23%","89.62%","843","21.30%","10.38%","8,123","14.74%"
"Drug","5,156","10.08%","84.71%","931","23.53%","15.29%","6,087","11.04%"
"Habit/DUI","98",".19%","87.50%","14",".35%","12.50%","112",".20%"
"Other","2,797","5.47%","92.77%","218","5.51%","7.23%","3,015","5.47%"
"Total Reported","51,167","100%","92.82%","3,957","100%","7.18%","55,124","100%"
"Not Reported","97",,,"0",,,"97",
"Grand Total","51,264",,,"3,957",,,"55,221",
