"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,890","47.74%","94.20%","1,532","39.85%","5.80%","26,422","47.20%"
"Sex Crime","8,142","15.62%","98.63%","113","2.94%","1.37%","8,255","14.75%"
"Property","10,461","20.07%","89.23%","1,263","32.86%","10.77%","11,724","20.94%"
"Drug","6,514","12.49%","89.27%","783","20.37%","10.73%","7,297","13.04%"
"Habit/DUI","104",".20%","88.14%","14",".36%","11.86%","118",".21%"
"Other","2,022","3.88%","93.57%","139","3.62%","6.43%","2,161","3.86%"
"Total Reported","52,133","100%","93.13%","3,844","100%","6.87%","55,977","100%"
"Not Reported","251",,,"18",,,"269",
"Grand Total","52,384",,,"3,862",,,"56,246",
