"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,325","55.39%","93.64%","1,721","50.10%","6.36%","27,046","55.02%"
"Sex Crime","8,566","18.74%","98.46%","134","3.90%","1.54%","8,700","17.70%"
"Property","5,050","11.05%","89.65%","583","16.97%","10.35%","5,633","11.46%"
"Drug","4,015","8.78%","84.33%","746","21.72%","15.67%","4,761","9.69%"
"Habit/DUI","76",".17%","90.48%","8",".23%","9.52%","84",".17%"
"Other","2,689","5.88%","91.71%","243","7.07%","8.29%","2,932","5.96%"
"Total Reported","45,721","100%","93.01%","3,435","100%","6.99%","49,156","100%"
"Not Reported","111",,,"2",,,"113",
"Grand Total","45,832",,,"3,437",,,"49,269",
