"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,098","46.30%","94.35%","1,502","38.57%","5.65%","26,600","45.78%"
"Sex Crime","8,128","14.99%","98.62%","114","2.93%","1.38%","8,242","14.19%"
"Property","11,302","20.85%","89.43%","1,336","34.31%","10.57%","12,638","21.75%"
"Drug","7,273","13.42%","90.06%","803","20.62%","9.94%","8,076","13.90%"
"Habit/DUI","129",".24%","95.56%","6",".15%","4.44%","135",".23%"
"Other","2,277","4.20%","94.48%","133","3.42%","5.52%","2,410","4.15%"
"Total Reported","54,207","100%","93.3%","3,894","100%","6.7%","58,101","100%"
"Not Reported","349",,,"16",,,"365",
"Grand Total","54,556",,,"3,910",,,"58,466",
