"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,624","49.99%","94.19%","1,519","43.91%","5.81%","26,143","49.59%"
"Sex Crime","8,213","16.67%","98.51%","124","3.58%","1.49%","8,337","15.81%"
"Property","8,781","17.83%","89.64%","1,015","29.34%","10.36%","9,796","18.58%"
"Drug","5,606","11.38%","89.68%","645","18.65%","10.32%","6,251","11.86%"
"Habit/DUI","83",".17%","79.81%","21",".61%","20.19%","104",".20%"
"Other","1,951","3.96%","93.53%","135","3.90%","6.47%","2,086","3.96%"
"Total Reported","49,258","100%","93.44%","3,459","100%","6.56%","52,717","100%"
"Not Reported","397",,,"32",,,"429",
"Grand Total","49,655",,,"3,491",,,"53,146",
