"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,213","54.83%","93.85%","1,652","50.20%","6.15%","26,865","54.52%"
"Sex Crime","8,230","17.90%","98.52%","124","3.77%","1.48%","8,354","16.95%"
"Property","5,892","12.81%","90.55%","615","18.69%","9.45%","6,507","13.21%"
"Drug","4,281","9.31%","85.74%","712","21.63%","14.26%","4,993","10.13%"
"Habit/DUI","81",".18%","88.04%","11",".33%","11.96%","92",".19%"
"Other","2,284","4.97%","92.81%","177","5.38%","7.19%","2,461","4.99%"
"Total Reported","45,981","100%","93.32%","3,291","100%","6.68%","49,272","100%"
"Not Reported","99",,,"0",,,"99",
"Grand Total","46,080",,,"3,291",,,"49,371",
