"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,158","55.50%","94.05%","1,529","51.90%","5.95%","25,687","55.27%"
"Sex Crime","7,922","18.20%","98.56%","116","3.94%","1.44%","8,038","17.29%"
"Property","5,329","12.24%","91.86%","472","16.02%","8.14%","5,801","12.48%"
"Drug","3,940","9.05%","85.86%","649","22.03%","14.14%","4,589","9.87%"
"Habit/DUI","75",".17%","88.24%","10",".34%","11.76%","85",".18%"
"Other","2,106","4.84%","92.53%","170","5.77%","7.47%","2,276","4.90%"
"Total Reported","43,530","100%","93.66%","2,946","100%","6.34%","46,476","100%"
"Not Reported","109",,,"1",,,"110",
"Grand Total","43,639",,,"2,947",,,"46,586",
