"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,114","51.85%","94.10%","1,637","43.44%","5.90%","27,751","51.27%"
"Sex Crime","8,218","16.32%","98.43%","131","3.48%","1.57%","8,349","15.42%"
"Property","8,150","16.18%","88.73%","1,035","27.47%","11.27%","9,185","16.97%"
"Drug","5,395","10.71%","87.58%","765","20.30%","12.42%","6,160","11.38%"
"Habit/DUI","91",".18%","90.10%","10",".27%","9.90%","101",".19%"
"Other","2,393","4.75%","92.64%","190","5.04%","7.36%","2,583","4.77%"
"Total Reported","50,361","100%","93.04%","3,768","100%","6.96%","54,129","100%"
"Not Reported","77",,,"0",,,"77",
"Grand Total","50,438",,,"3,768",,,"54,206",
