"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,732","55.63%","93.85%","1,622","50.22%","6.15%","26,354","55.26%"
"Sex Crime","8,237","18.53%","98.40%","134","4.15%","1.60%","8,371","17.55%"
"Property","5,040","11.34%","89.82%","571","17.68%","10.18%","5,611","11.77%"
"Drug","3,986","8.97%","85.61%","670","20.74%","14.39%","4,656","9.76%"
"Habit/DUI","87",".20%","89.69%","10",".31%","10.31%","97",".20%"
"Other","2,378","5.35%","91.43%","223","6.90%","8.57%","2,601","5.45%"
"Total Reported","44,460","100%","93.23%","3,230","100%","6.77%","47,690","100%"
"Not Reported","103",,,"2",,,"105",
"Grand Total","44,563",,,"3,232",,,"47,795",
