"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,579","51.23%","94.03%","1,625","43.30%","5.97%","27,204","50.67%"
"Sex Crime","8,245","16.51%","98.38%","136","3.62%","1.62%","8,381","15.61%"
"Property","8,305","16.63%","88.90%","1,037","27.63%","11.10%","9,342","17.40%"
"Drug","5,496","11.01%","87.85%","760","20.25%","12.15%","6,256","11.65%"
"Habit/DUI","112",".22%","91.06%","11",".29%","8.94%","123",".23%"
"Other","2,197","4.40%","92.27%","184","4.90%","7.73%","2,381","4.43%"
"Total Reported","49,934","100%","93.01%","3,753","100%","6.99%","53,687","100%"
"Not Reported","75",,,"0",,,"75",
"Grand Total","50,009",,,"3,753",,,"53,762",
