"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,330","56.69%","93.18%","2,001","51.59%","6.82%","29,331","56.31%"
"Sex Crime","9,115","18.91%","98.47%","142","3.66%","1.53%","9,257","17.77%"
"Property","4,645","9.64%","88.14%","625","16.11%","11.86%","5,270","10.12%"
"Drug","4,012","8.32%","82.79%","834","21.50%","17.21%","4,846","9.30%"
"Habit/DUI","71",".15%","83.53%","14",".36%","16.47%","85",".16%"
"Other","3,033","6.29%","92.02%","263","6.78%","7.98%","3,296","6.33%"
"Total Reported","48,206","100%","92.55%","3,879","100%","7.45%","52,085","100%"
"Not Reported","123",,,"3",,,"126",
"Grand Total","48,329",,,"3,882",,,"52,211",
