"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,978","43.27%","94.54%","1,270","36.68%","5.46%","23,248","42.85%"
"Sex Crime","7,623","15.01%","98.62%","107","3.09%","1.38%","7,730","14.25%"
"Property","9,803","19.30%","89.80%","1,114","32.18%","10.20%","10,917","20.12%"
"Drug","8,767","17.26%","91.44%","821","23.71%","8.56%","9,588","17.67%"
"Habit/DUI","149",".29%","93.71%","10",".29%","6.29%","159",".29%"
"Other","2,478","4.88%","94.65%","140","4.04%","5.35%","2,618","4.82%"
"Total Reported","50,798","100%","93.62%","3,462","100%","6.38%","54,260","100%"
"Not Reported","51",,,"11",,,"62",
"Grand Total","50,849",,,"3,473",,,"54,322",
