"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","26,071","51.67%","94.10%","1,634","43.28%","5.90%","27,705","51.08%"
"Sex Crime","8,219","16.29%","98.41%","133","3.52%","1.59%","8,352","15.40%"
"Property","8,236","16.32%","88.86%","1,032","27.34%","11.14%","9,268","17.09%"
"Drug","5,472","10.84%","87.64%","772","20.45%","12.36%","6,244","11.51%"
"Habit/DUI","91",".18%","89.22%","11",".29%","10.78%","102",".19%"
"Other","2,371","4.70%","92.47%","193","5.11%","7.53%","2,564","4.73%"
"Total Reported","50,460","100%","93.04%","3,775","100%","6.96%","54,235","100%"
"Not Reported","82",,,"0",,,"82",
"Grand Total","50,542",,,"3,775",,,"54,317",
