"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,630","56.72%","93.14%","2,034","50.95%","6.86%","29,664","56.28%"
"Sex Crime","9,227","18.94%","98.48%","142","3.56%","1.52%","9,369","17.78%"
"Property","4,680","9.61%","87.49%","669","16.76%","12.51%","5,349","10.15%"
"Drug","4,013","8.24%","82.57%","847","21.22%","17.43%","4,860","9.22%"
"Habit/DUI","74","0.15%","82.22%","16","0.4%","17.78%","90","0.17%"
"Other","3,091","6.35%","91.59%","284","7.11%","8.41%","3,375","6.4%"
"Total Reported","48,715","100.00%","92.43%","3,992","100.00%","7.57%","52,707","100.00%"
"Not Reported","118",,,"2",,,"120",
"Grand Total","48,833",,,"3,994",,,"52,827",
