"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,535","51.18%","94.05%","1,616","42.89%","5.95%","27,151","50.60%"
"Sex Crime","8,219","16.47%","98.35%","138","3.66%","1.65%","8,357","15.57%"
"Property","8,351","16.74%","88.82%","1,051","27.89%","11.18%","9,402","17.52%"
"Drug","5,492","11.01%","87.70%","770","20.44%","12.30%","6,262","11.67%"
"Habit/DUI","110",".22%","90.91%","11",".29%","9.09%","121",".23%"
"Other","2,184","4.38%","92.31%","182","4.83%","7.69%","2,366","4.41%"
"Total Reported","49,891","100%","92.98%","3,768","100%","7.02%","53,659","100%"
"Not Reported","76",,,"0",,,"76",
"Grand Total","49,967",,,"3,768",,,"53,735",
