"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,920","44.33%","94.32%","1,321","36.01%","5.68%","23,241","43.76%"
"Sex Crime","7,567","15.30%","98.53%","113","3.08%","1.47%","7,680","14.46%"
"Property","9,282","18.77%","88.59%","1,195","32.58%","11.41%","10,477","19.73%"
"Drug","8,231","16.65%","90.24%","890","24.26%","9.76%","9,121","17.17%"
"Habit/DUI","140",".28%","94.59%","8",".22%","5.41%","148",".28%"
"Other","2,307","4.67%","94.24%","141","3.84%","5.76%","2,448","4.61%"
"Total Reported","49,447","100%","93.09%","3,668","100%","6.91%","53,115","100%"
"Not Reported","40",,,"4",,,"44",
"Grand Total","49,487",,,"3,672",,,"53,159",
