"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,557","46.48%","94.14%","1,404","37.79%","5.86%","23,961","45.87%"
"Sex Crime","7,572","15.60%","98.52%","114","3.07%","1.48%","7,686","14.71%"
"Property","9,024","18.60%","88.19%","1,208","32.52%","11.81%","10,232","19.59%"
"Drug","7,353","15.15%","89.65%","849","22.85%","10.35%","8,202","15.70%"
"Habit/DUI","91",".19%","90.10%","10",".27%","9.90%","101",".19%"
"Other","1,930","3.98%","93.69%","130","3.50%","6.31%","2,060","3.94%"
"Total Reported","48,527","100%","92.89%","3,715","100%","7.11%","52,242","100%"
"Not Reported","43",,,"6",,,"49",
"Grand Total","48,570",,,"3,721",,,"52,291",
