"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,395","55.67%","93.94%","1,573","50.64%","6.06%","25,968","55.34%"
"Sex Crime","8,049","18.37%","98.37%","133","4.28%","1.63%","8,182","17.44%"
"Property","5,110","11.66%","90.72%","523","16.84%","9.28%","5,633","12.00%"
"Drug","3,974","9.07%","85.72%","662","21.31%","14.28%","4,636","9.88%"
"Habit/DUI","83",".19%","86.46%","13",".42%","13.54%","96",".20%"
"Other","2,208","5.04%","91.62%","202","6.50%","8.38%","2,410","5.14%"
"Total Reported","43,819","100%","93.38%","3,106","100%","6.62%","46,925","100%"
"Not Reported","121",,,"4",,,"125",
"Grand Total","43,940",,,"3,110",,,"47,050",
