"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,214","55.56%","93.98%","1,552","52.06%","6.02%","25,766","55.34%"
"Sex Crime","7,966","18.28%","98.54%","118","3.96%","1.46%","8,084","17.36%"
"Property","5,279","12.11%","91.65%","481","16.14%","8.35%","5,760","12.37%"
"Drug","3,930","9.02%","85.73%","654","21.94%","14.27%","4,584","9.85%"
"Habit/DUI","74",".17%","88.10%","10",".34%","11.90%","84",".18%"
"Other","2,115","4.85%","92.72%","166","5.57%","7.28%","2,281","4.90%"
"Total Reported","43,578","100%","93.6%","2,981","100%","6.4%","46,559","100%"
"Not Reported","106",,,"1",,,"107",
"Grand Total","43,684",,,"2,982",,,"46,666",
