"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,431","44.76%","94.32%","1,352","36.19%","5.68%","23,783","44.17%"
"Sex Crime","7,737","15.44%","98.67%","104","2.78%","1.33%","7,841","14.56%"
"Property","9,497","18.95%","88.65%","1,216","32.55%","11.35%","10,713","19.89%"
"Drug","8,271","16.50%","89.95%","924","24.73%","10.05%","9,195","17.08%"
"Habit/DUI","130",".26%","94.20%","8",".21%","5.80%","138",".26%"
"Other","2,048","4.09%","93.94%","132","3.53%","6.06%","2,180","4.05%"
"Total Reported","50,114","100%","93.06%","3,736","100%","6.94%","53,850","100%"
"Not Reported","28",,,"4",,,"32",
"Grand Total","50,142",,,"3,740",,,"53,882",
