"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,049","46.55%","94.28%","1,519","38.93%","5.72%","26,568","46.03%"
"Sex Crime","8,081","15.02%","98.58%","116","2.97%","1.42%","8,197","14.20%"
"Property","11,103","20.63%","89.37%","1,321","33.85%","10.63%","12,424","21.53%"
"Drug","7,236","13.45%","90.04%","800","20.50%","9.96%","8,036","13.92%"
"Habit/DUI","118",".22%","95.93%","5",".13%","4.07%","123",".21%"
"Other","2,225","4.13%","94.04%","141","3.61%","5.96%","2,366","4.10%"
"Total Reported","53,812","100%","93.24%","3,902","100%","6.76%","57,714","100%"
"Not Reported","270",,,"18",,,"288",
"Grand Total","54,082",,,"3,920",,,"58,002",
