"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,598","45.59%","94.20%","1,391","36.92%","5.80%","23,989","44.98%"
"Sex Crime","7,683","15.50%","98.64%","106","2.81%","1.36%","7,789","14.60%"
"Property","9,308","18.78%","88.29%","1,234","32.75%","11.70%","10,543","19.77%"
"Drug","7,837","15.81%","89.77%","893","23.70%","10.23%","8,730","16.37%"
"Habit/DUI","109",".22%","93.16%","8",".21%","6.84%","117",".22%"
"Other","2,032","4.10%","93.73%","136","3.61%","6.27%","2,168","4.06%"
"Total Reported","49,567","100%","92.93%","3,768","100%","7.06%","53,336","100%"
"Not Reported","25",,,"3",,,"28",
"Grand Total","49,592",,,"3,771",,,"53,364",
