"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,824","46.58%","94.31%","1,378","38.02%","5.69%","24,202","45.99%"
"Sex Crime","7,679","15.67%","98.50%","116","3.20%","1.49%","7,796","14.81%"
"Property","9,142","18.66%","88.41%","1,198","33.06%","11.58%","10,341","19.65%"
"Drug","7,296","14.89%","90.05%","806","22.24%","9.95%","8,102","15.40%"
"Habit/DUI","108",".22%","93.10%","8",".22%","6.90%","116",".22%"
"Other","1,950","3.98%","94.29%","118","3.26%","5.71%","2,068","3.93%"
"Total Reported","48,999","100%","93.11%","3,624","100%","6.89%","52,625","100%"
"Not Reported","38",,,"3",,,"41",
"Grand Total","49,037",,,"3,627",,,"52,666",
