"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,217","55.70%","93.96%","1,556","52.50%","6.04%","25,773","55.50%"
"Sex Crime","7,957","18.30%","98.58%","115","3.88%","1.42%","8,072","17.38%"
"Property","5,311","12.22%","91.47%","495","16.70%","8.53%","5,806","12.50%"
"Drug","3,861","8.88%","85.86%","636","21.46%","14.14%","4,497","9.68%"
"Habit/DUI","65",".15%","87.84%","9",".30%","12.16%","74",".16%"
"Other","2,063","4.75%","93.10%","153","5.16%","6.90%","2,216","4.77%"
"Total Reported","43,474","100%","93.62%","2,964","100%","6.38%","46,438","100%"
"Not Reported","98",,,"0",,,"98",
"Grand Total","43,572",,,"2,964",,,"46,536",
