"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,785","55.85%","93.54%","1,780","49.53%","6.46%","27,565","55.40%"
"Sex Crime","8,781","19.02%","98.38%","145","4.03%","1.62%","8,926","17.94%"
"Property","4,863","10.53%","89.03%","599","16.67%","10.97%","5,462","10.98%"
"Drug","3,907","8.46%","83.04%","798","22.20%","16.96%","4,705","9.46%"
"Habit/DUI","73",".16%","89.02%","9",".25%","10.98%","82",".16%"
"Other","2,757","5.97%","91.29%","263","7.32%","8.71%","3,020","6.07%"
"Total Reported","46,166","100%","92.78%","3,594","100%","7.22%","49,760","100%"
"Not Reported","120",,,"3",,,"123",
"Grand Total","46,286",,,"3,597",,,"49,883",
