"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,039","55.54%","93.72%","1,679","50.18%","6.28%","26,718","55.17%"
"Sex Crime","8,454","18.75%","98.39%","138","4.12%","1.61%","8,592","17.74%"
"Property","5,025","11.15%","89.73%","575","17.18%","10.27%","5,600","11.56%"
"Drug","3,932","8.72%","84.89%","700","20.92%","15.11%","4,632","9.57%"
"Habit/DUI","85",".19%","90.43%","9",".27%","9.57%","94",".19%"
"Other","2,544","5.64%","91.22%","245","7.32%","8.78%","2,789","5.76%"
"Total Reported","45,079","100%","93.09%","3,346","100%","6.91%","48,425","100%"
"Not Reported","106",,,"1",,,"107",
"Grand Total","45,185",,,"3,347",,,"48,532",
