"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,602","55.90%","93.53%","1,770","50.37%","6.47%","27,372","55.51%"
"Sex Crime","8,695","18.98%","98.37%","144","4.10%","1.63%","8,839","17.92%"
"Property","4,876","10.65%","89.39%","579","16.48%","10.61%","5,455","11.06%"
"Drug","3,906","8.53%","83.62%","765","21.77%","16.38%","4,671","9.47%"
"Habit/DUI","68",".15%","88.31%","9",".26%","11.69%","77",".16%"
"Other","2,653","5.79%","91.48%","247","7.03%","8.52%","2,900","5.88%"
"Total Reported","45,800","100%","92.87%","3,514","100%","7.13%","49,314","100%"
"Not Reported","113",,,"2",,,"115",
"Grand Total","45,913",,,"3,516",,,"49,429",
