"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,370","55.53%","94.02%","1,551","51.17%","5.98%","25,921","55.25%"
"Sex Crime","8,045","18.33%","98.45%","127","4.19%","1.55%","8,172","17.42%"
"Property","5,230","11.92%","91.13%","509","16.79%","8.87%","5,739","12.23%"
"Drug","3,971","9.05%","85.75%","660","21.77%","14.25%","4,631","9.87%"
"Habit/DUI","72",".16%","85.71%","12",".40%","14.29%","84",".18%"
"Other","2,199","5.01%","92.75%","172","5.67%","7.25%","2,371","5.05%"
"Total Reported","43,887","100%","93.54%","3,031","100%","6.46%","46,918","100%"
"Not Reported","101",,,"1",,,"102",
"Grand Total","43,988",,,"3,032",,,"47,020",
