"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","23,085","47.69%","94.44%","1,360","39.34%","5.56%","24,445","47.13%"
"Sex Crime","7,648","15.80%","98.57%","111","3.21%","1.43%","7,759","14.96%"
"Property","8,902","18.39%","88.82%","1,120","32.40%","11.18%","10,022","19.32%"
"Drug","6,782","14.01%","90.11%","744","21.52%","9.89%","7,526","14.51%"
"Habit/DUI","101",".21%","94.39%","6",".17%","5.61%","107",".21%"
"Other","1,892","3.91%","94.22%","116","3.36%","5.78%","2,008","3.87%"
"Total Reported","48,410","100%","93.33%","3,457","100%","6.67%","51,867","100%"
"Not Reported","692",,,"100",,,"792",
"Grand Total","49,102",,,"3,557",,,"52,659",
