"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","27,095","56.56%","93.24%","1,963","51.21%","6.76%","29,058","56.16%"
"Sex Crime","9,092","18.98%","98.45%","143","3.73%","1.55%","9,235","17.85%"
"Property","4,636","9.68%","88.49%","603","15.73%","11.51%","5,239","10.13%"
"Drug","4,043","8.44%","82.71%","845","22.05%","17.29%","4,888","9.45%"
"Habit/DUI","70",".15%","83.33%","14",".37%","16.67%","84",".16%"
"Other","2,970","6.20%","91.81%","265","6.91%","8.19%","3,235","6.25%"
"Total Reported","47,906","100%","92.59%","3,833","100%","7.41%","51,739","100%"
"Not Reported","123",,,"4",,,"127",
"Grand Total","48,029",,,"3,837",,,"51,866",
