"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent/Sex","27,375","61.37%","95.61%","1,257","45.59%","4.39%","28,632","60.45%"
"Property","8,555","19.18%","90.77%","870","31.56%","9.23%","9,425","19.90%"
"Drug","6,497","14.56%","92.64%","516","18.72%","7.36%","7,013","14.81%"
"Other","2,180","4.89%","95.03%","114","4.13%","4.97%","2,294","4.84%"
"Total Reported","44,607","100%","94.18%","2,757","100%","5.82%","47,364","100%"
"Not Reported","106",,,"13",,,"119",
"Grand Total","44,713",,,"2,770",,,"47,483",
