"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","25,871","51.35%","94.09%","1,625","43.34%","5.91%","27,496","50.79%"
"Sex Crime","8,210","16.29%","98.42%","132","3.52%","1.58%","8,342","15.41%"
"Property","8,322","16.52%","89.21%","1,007","26.86%","10.79%","9,329","17.23%"
"Drug","5,550","11.02%","87.64%","783","20.89%","12.36%","6,333","11.70%"
"Habit/DUI","103",".20%","88.79%","13",".35%","11.21%","116",".21%"
"Other","2,329","4.62%","92.49%","189","5.04%","7.51%","2,518","4.65%"
"Total Reported","50,385","100%","93.07%","3,749","100%","6.93%","54,134","100%"
"Not Reported","84",,,"0",,,"84",
"Grand Total","50,469",,,"3,749",,,"54,218",
