"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","24,600","49.30%","93.98%","1,577","44.05%","6.02%","26,177","48.95%"
"Sex Crime","8,221","16.48%","98.47%","128","3.58%","1.53%","8,349","15.61%"
"Property","9,188","18.41%","89.67%","1,059","29.58%","10.33%","10,247","19.16%"
"Drug","5,593","11.21%","89.57%","651","18.18%","10.43%","6,244","11.68%"
"Habit/DUI","106",".21%","89.83%","12",".34%","10.17%","118",".22%"
"Other","2,190","4.39%","93.47%","153","4.27%","6.53%","2,343","4.38%"
"Total Reported","49,898","100%","93.31%","3,580","100%","6.69%","53,478","100%"
"Not Reported","79",,,"1",,,"80",
"Grand Total","49,977",,,"3,581",,,"53,558",
