"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","21,909","44.43%","94.30%","1,324","36.09%","5.70%","23,233","43.85%"
"Sex Crime","7,564","15.34%","98.54%","112","3.05%","1.46%","7,676","14.49%"
"Property","9,218","18.69%","88.65%","1,180","32.16%","11.35%","10,398","19.63%"
"Drug","8,184","16.60%","90.10%","899","24.50%","9.90%","9,083","17.15%"
"Habit/DUI","146",".30%","94.19%","9",".25%","5.81%","155",".29%"
"Other","2,287","4.64%","94.04%","145","3.95%","5.96%","2,432","4.59%"
"Total Reported","49,308","100%","93.07%","3,669","100%","6.93%","52,977","100%"
"Not Reported","42",,,"4",,,"46",
"Grand Total","49,350",,,"3,673",,,"53,023",
