"Crime Categories","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Violent","22,741","45.55%","94.22%","1,396","37.48%","5.78%","24,137","44.99%"
"Sex Crime","7,675","15.37%","98.64%","106","2.85%","1.36%","7,781","14.50%"
"Property","9,446","18.92%","88.55%","1,222","32.81%","11.45%","10,668","19.88%"
"Drug","7,874","15.77%","90.11%","864","23.19%","9.89%","8,738","16.29%"
"Habit/DUI","110",".22%","94.02%","7",".19%","5.98%","117",".22%"
"Other","2,080","4.17%","94.08%","130","3.49%","5.88%","2,211","4.12%"
"Total Reported","49,926","100%","93.06%","3,725","100%","6.94%","53,652","100%"
"Not Reported","28",,,"3",,,"31",
"Grand Total","49,954",,,"3,728",,,"53,683",
