"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","229","1.75%","91.24%","22","1.27%","8.76%","251","1.69%"
"Twenties (20-29)","3,674","28.07%","90.07%","405","23.32%","9.93%","4,079","27.51%"
"Thirties (30-39)","4,442","33.93%","86.84%","673","38.74%","13.16%","5,115","34.50%"
"Forties (40-49)","2,741","20.94%","86.74%","419","24.12%","13.26%","3,160","21.31%"
"Fifties (50-59)","1,443","11.02%","89.35%","172","9.90%","10.65%","1,615","10.89%"
"Sixties (60-69)","477","3.64%","91.55%","44","2.53%","8.45%","521","3.51%"
"Seventy + (70 and above)","85","0.65%","97.70%","2","0.12%","2.30%","87","0.59%"
"Total Reported","13,091","100%","88.29%","1,737","100%","11.71%","14,828","100%"
