"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","465","2.97%","96.07%","19","0.93%","3.93%","484","2.74%"
"Twenties (20-29)","5,824","37.23%","90.66%","600","29.41%","9.34%","6,424","36.32%"
"Thirties (30-39)","4,839","30.93%","86.41%","761","37.30%","13.59%","5,600","31.67%"
"Forties (40-49)","2,667","17.05%","86.09%","431","21.13%","13.91%","3,098","17.52%"
"Fifties (50-59)","1,488","9.51%","88.20%","199","9.75%","11.80%","1,687","9.54%"
"Sixties (60-69)","324","2.07%","93.10%","24","1.18%","6.90%","348","1.97%"
"Seventy + (70 and above)","38","0.24%","86.36%","6","0.29%","13.64%","44","0.25%"
"Total Reported","15,645","100%","88.46%","2,040","100%","11.54%","17,685","100.0%"
