"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","92","0.60%","95.83%","4","0.21%","4.17%","96","0.56%"
"Twenties (20-29)","4,499","29.36%","90.21%","488","25.13%","9.79%","4,987","28.88%"
"Thirties (30-39)","5,196","33.91%","87.90%","715","36.82%","12.10%","5,911","34.23%"
"Forties (40-49)","3,024","19.73%","86.18%","485","24.97%","13.82%","3,509","20.32%"
"Fifties (50-59)","1,885","12.30%","90.06%","208","10.71%","9.94%","2,093","12.12%"
"Sixties (60-69)","530","3.46%","93.64%","36","1.85%","6.36%","566","3.28%"
"Seventy + (70 and above)","99","0.65%","94.29%","6","0.31%","5.71%","105","0.61%"
"Total Reported","15,325","100%","88.75%","1,942","100%","11.25%","17,267","100%"
