"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","101","0.54%","95.28%","5","0.22%","4.72%","106","0.51%"
"Twenties (20-29)","5,657","30.37%","91.75%","509","22.15%","8.25%","6,166","29.47%"
"Thirties (30-39)","5,868","31.50%","87.75%","819","35.64%","12.25%","6,687","31.96%"
"Forties (40-49)","4,443","23.85%","86.51%","693","30.16%","13.49%","5,136","24.54%"
"Fifties (50-59)","2,079","11.16%","89.46%","245","10.66%","10.54%","2,324","11.11%"
"Sixties (60-69)","374","2.01%","93.73%","25","1.09%","6.27%","399","1.91%"
"Seventy + (70 and above)","106","0.57%","98.15%","2","0.09%","1.85%","108","0.52%"
"Total Reported","18,628","100%","89.02%","2,298","100%","10.98%","","20,926   100.0%"
