"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","443","2.65%","94.46%","26","1.16%","5.54%","469","2.47%"
"Twenties (20-29)","5,303","31.69%","89.44%","626","28.03%","10.56%","5,929","31.26%"
"Thirties (30-39)","5,424","32.41%","86.76%","828","37.08%","13.24%","6,252","32.96%"
"Forties (40-49)","3,205","19.15%","86.76%","489","21.90%","13.24%","3,694","19.48%"
"Fifties (50-59)","1,763","10.54%","88.95%","219","9.81%","11.05%","1,982","10.45%"
"Sixties (60-69)","526","3.14%","92.61%","42","1.88%","7.39%","568","2.99%"
"Seventy + (70 and above)","70","0.42%","95.89%","3","0.13%","4.11%","73","0.38%"
"Total Reported","16,734","100%","88.23%","2,233","100%","11.77%","18,967","100%"
