"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens","2,110","11.09%","94.92%","113","5.25%","5.08%","2,223","10.50%"
"Twenties","6,715","35.31%","91.53%","621","28.84%","8.47%","7,336","34.65%"
"Thirties","5,044","26.52%","87.42%","726","33.72%","12.58%","5,770","27.25%"
"Forties","3,876","20.38%","86.83%","588","27.31%","13.17%","4,464","21.09%"
"Fifties","1,106","5.82%","91.63%","101","4.69%","8.37%","1,207","5.70%"
"Sixties","146","0.77%","97.33%","4","0.19%","2.67%","150","0.71%"
"Seventy +","21","0.11%","100.00%","","","","21","0.10%"
"Total Reported","19,018","100%","89.83%","2,153","100%","10.17%","21,171","100%"
