"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","25","0.21%","96.15%","1","0.07%","3.85%","26","0.19%"
"Twenties (20-29)","2,723","22.82%","91.56%","251","17.58%","8.44%","2,974","22.26%"
"Thirties (30-39)","4,248","35.60%","87.90%","585","40.97%","12.10%","4,833","36.17%"
"Forties (40-49)","2,708","22.69%","87.87%","374","26.19%","12.13%","3,082","23.07%"
"Fifties (50-59)","1,447","12.13%","89.43%","171","11.97%","10.57%","1,618","12.11%"
"Sixties (60-69)","645","5.41%","93.75%","43","3.01%","6.25%","688","5.15%"
"Seventy + (70 and above)","137","1.15%","97.86%","3","0.21%","2.14%","140","1.05%"
"Total Reported","11,933","100%","89.31%","1,428","100%","10.69%","13,361","100%"
