"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","161","0.93%","98.77%","2","0.10%","1.23%","163","0.84%"
"Twenties (20-29)","5,666","32.66%","91.51%","526","26.71%","8.49%","6,192","32.06%"
"Thirties (30-39)","5,380","31.02%","88.82%","677","34.38%","11.18%","6,057","31.36%"
"Forties (40-49)","3,628","20.92%","86.77%","553","28.09%","13.23%","4,181","21.65%"
"Fifties (50-59)","2,057","11.86%","92.12%","176","8.94%","7.88%","2,233","11.56%"
"Sixties (60-69)","383","2.21%","93.41%","27","1.37%","6.59%","410","2.12%"
"Seventy + (70 and above)","71","0.41%","89.87%","8","0.41%","10.13%","79","0.41%"
"Total Reported","17,346","100%","89.81%","1,969","100%","10.19%","19,315","100%"
