"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","678","3.73%","95.63%","31","1.40%","4.37%","709","3.48%"
"Twenties (20-29)","7,042","38.77%","91.26%","674","30.50%","8.74%","7,716","37.87%"
"Thirties (30-39)","5,271","29.02%","87.82%","731","33.08%","12.18%","6,002","29.46%"
"Forties (40-49)","3,226","17.76%","85.48%","548","24.80%","14.52%","3,774","18.52%"
"Fifties (50-59)","1,576","8.68%","88.89%","197","8.91%","11.11%","1,773","8.70%"
"Sixties (60-69)","327","1.80%","92.11%","28","1.27%","7.89%","355","1.74%"
"Seventy + (70 and above)","44","0.24%","97.78%","1","0.05%","2.22%","45","0.22%"
"Total Reported","18,164","100%","89.15%","2,210","100%","10.85%","20,374","100%"
