"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens","741","4.50%","94.16%","46","2.25%","5.84%","787","4.25%"
"Twenties","5,587","33.91%","91.05%","549","26.89%","8.95%","6,136","33.13%"
"Thirties","4,875","29.59%","86.79%","742","36.34%","13.21%","5,617","30.33%"
"Forties","3,862","23.44%","86.92%","581","28.45%","13.08%","4,443","23.99%"
"Fifties","1,170","7.10%","91.33%","111","5.44%","8.67%","1,281","6.92%"
"Sixties","205","1.24%","94.91%","11","0.54%","5.09%","216","1.17%"
"Seventy +","37","0.22%","94.87%","2","0.10%","5.13%","39","0.21%"
"Total Reported","16,477","100%","88.97%","2,042","100%","11.03%","18,519","100%"
