"Current Age","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"Teens (1-19)","537","3.18%","96.41%","20","0.94%","3.59%","557","2.93%"
"Twenties (20-29)","6,404","37.95%","90.67%","659","30.97%","9.33%","7,063","37.16%"
"Thirties (30-39)","5,115","30.31%","87.33%","742","34.87%","12.67%","5,857","30.82%"
"Forties (40-49)","2,961","17.54%","86.48%","463","21.76%","13.52%","3,424","18.02%"
"Fifties (50-59)","1,510","8.95%","87.18%","222","10.43%","12.82%","1,732","9.11%"
"Sixties (60-69)","307","1.82%","93.60%","21","0.99%","6.40%","328","1.73%"
"Seventy + (70 and above)","43","0.25%","97.73%","1","0.05%","2.27%","44","0.23%"
"Total Reported","16,877","100%","88.80%","2,128","100%","11.20%","19,005","100%"
