"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"115
Polk","44",".27%","88.00%","6",".29%","12.00%","50",".27%"
"116
Pulaski","34",".21%","94.44%","2",".10%","5.56%","36",".19%"
"117
Putnam","47",".29%","87.04%","7",".34%","12.96%","54",".29%"
"118
Quitman","1",".01%","100.00%","","","","1",".01%"
"119
Rabun","21",".13%","80.77%","5",".24%","19.23%","26",".14%"
"120
Randolph","26",".16%","92.86%","2",".10%","7.14%","28",".15%"
"121
Richmond","556","3.38%","87.28%","81","3.97%","12.72%","637","3.44%"
"122
Rockdale","167","1.01%","84.34%","31","1.52%","15.66%","198","1.07%"
"123
Schley","9",".05%","90.00%","1",".05%","10.00%","10",".05%"
"124
Screven","40",".24%","85.11%","7",".34%","14.89%","47",".25%"
"125
Seminole","30",".18%","90.91%","3",".15%","9.09%","33",".18%"
"126
Spalding","248","1.51%","83.50%","49","2.40%","16.50%","297","1.60%"
"127
Stephens","54",".33%","90.00%","6",".29%","10.00%","60",".32%"
"128
Stewart","12",".07%","100.00%","","","","12",".06%"
"129
Sumter","78",".47%","91.76%","7",".34%","8.24%","85",".46%"
"130
Talbot","10",".06%","90.91%","1",".05%","9.09%","11",".06%"
"131
Taliaferro","5",".03%","100.00%","","","","5",".03%"
"132
Tattnall","48",".29%","90.57%","5",".24%","9.43%","53",".29%"
"133
Taylor","29",".18%","96.67%","1",".05%","3.33%","30",".16%"
"134
Telfair","35",".21%","85.37%","6",".29%","14.63%","41",".22%"
"135
Terrell","19",".12%","90.48%","2",".10%","9.52%","21",".11%"
"136
Thomas","110",".67%","91.67%","10",".49%","8.33%","120",".65%"
"137
Tift","62",".38%","95.38%","3",".15%","4.62%","65",".35%"
"138
Toombs","88",".53%","87.13%","13",".64%","12.87%","101",".55%"
"139
Towns","13",".08%","100.00%","","","","13",".07%"
"140
Treutlen","14",".08%","82.35%","3",".15%","17.65%","17",".09%"
"141
Troup","258","1.57%","86.29%","41","2.01%","13.71%","299","1.62%"
"142
Turner","13",".08%","86.67%","2",".10%","13.33%","15",".08%"
"143
Twiggs","16",".10%","100.00%","","","","16",".09%"
"144
Union","17",".10%","85.00%","3",".15%","15.00%","20",".11%"
"145
Upson","95",".58%","87.16%","14",".69%","12.84%","109",".59%"
"146
Walker","113",".69%","84.33%","21","1.03%","15.67%","134",".72%"
"147
Walton","154",".93%","91.67%","14",".69%","8.33%","168",".91%"
"148
Ware","110",".67%","89.43%","13",".64%","10.57%","123",".66%"
"149
Warren","10",".06%","100.00%","","","","10",".05%"
"150
Washington","40",".24%","97.56%","1",".05%","2.44%","41",".22%"
"151
Wayne","62",".38%","88.57%","8",".39%","11.43%","70",".38%"
"152
Webster","5",".03%","83.33%","1",".05%","16.67%","6",".03%"
