"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"109   Oglethorpe County","8","0.07%","100.0%","","","","8","0.06%"
"110   Paulding County","89","0.74%","88.12%","12","0.64%","11.88%","101","0.72%"
"111   Peach County","12","0.1%","100.0%","","","","12","0.09%"
"112   Pickens County","19","0.16%","79.17%","5","0.27%","20.83%","24","0.17%"
"113   Pierce County","39","0.32%","79.59%","10","0.53%","20.41%","49","0.35%"
"114   Pike County","8","0.07%","72.73%","3","0.16%","27.27%","11","0.08%"
"115   Polk County","45","0.37%","83.33%","9","0.48%","16.67%","54","0.39%"
"116   Pulaski County","15","0.12%","78.95%","4","0.21%","21.05%","19","0.14%"
"117   Putnam County","24","0.2%","82.76%","5","0.27%","17.24%","29","0.21%"
"118   Quitman County","1","0.01%","100.0%","","","","1","0.01%"
"119   Rabun County","6","0.05%","75.0%","2","0.11%","25.0%","8","0.06%"
"120   Randolph County","2","0.02%","50.0%","2","0.11%","50.0%","4","0.03%"
"121   Richmond County","347","2.87%","89.66%","40","2.14%","10.34%","387","2.77%"
"122   Rockdale County","104","0.86%","89.66%","12","0.64%","10.34%","116","0.83%"
"123   Schley County","7","0.06%","87.5%","1","0.05%","12.5%","8","0.06%"
"124   Screven County","15","0.12%","78.95%","4","0.21%","21.05%","19","0.14%"
"125   Seminole County","20","0.17%","83.33%","4","0.21%","16.67%","24","0.17%"
"126   Spalding County","147","1.22%","84.0%","28","1.5%","16.0%","175","1.25%"
"127   Stephens County","34","0.28%","91.89%","3","0.16%","8.11%","37","0.27%"
"128   Stewart County","5","0.04%","100.0%","","","","5","0.04%"
"129   Sumter County","54","0.45%","88.52%","7","0.37%","11.48%","61","0.44%"
"130   Talbot County","6","0.05%","100.0%","","","","6","0.04%"
"131   Taliaferro County","3","0.02%","75.0%","1","0.05%","25.0%","4","0.03%"
"132   Tattnall County","74","0.61%","77.89%","21","1.12%","22.11%","95","0.68%"
"133   Taylor County","14","0.12%","87.5%","2","0.11%","12.5%","16","0.11%"
"134   Telfair County","40","0.33%","88.89%","5","0.27%","11.11%","45","0.32%"
"135   Terrell County","6","0.05%","100.0%","","","","6","0.04%"
