"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"114
Pike County","19",".12%","100.00%","","","","19",".11%"
"115
Polk County","47",".31%","83.93%","9",".46%","16.07%","56",".32%"
"116
Pulaski County","11",".07%","84.62%","2",".10%","15.38%","13",".08%"
"117
Putnam County","42",".27%","87.50%","6",".31%","12.50%","48",".28%"
"118
Quitman County","2",".01%","100.00%","","","","2",".01%"
"119
Rabun County","16",".10%","76.19%","5",".26%","23.81%","21",".12%"
"120
Randolph County","17",".11%","89.47%","2",".10%","10.53%","19",".11%"
"121
Richmond County","592","3.86%","90.80%","60","3.09%","9.20%","652","3.78%"
"122
Rockdale County","164","1.07%","88.65%","21","1.08%","11.35%","185","1.07%"
"123
Schley County","13",".08%","100.00%","","","","13",".08%"
"124
Screven County","37",".24%","94.87%","2",".10%","5.13%","39",".23%"
"125
Seminole County","20",".13%","80.00%","5",".26%","20.00%","25",".14%"
"126
Spalding County","178","1.16%","88.12%","24","1.24%","11.88%","202","1.17%"
"127
Stephens County","68",".44%","90.67%","7",".36%","9.33%","75",".43%"
"128
Stewart County","11",".07%","100.00%","","","","11",".06%"
"129
Sumter County","51",".33%","92.73%","4",".21%","7.27%","55",".32%"
"130
Talbot County","12",".08%","100.00%","","","","12",".07%"
"131
Taliaferro County","3",".02%","100.00%","","","","3",".02%"
"132
Tattnall County","64",".42%","81.01%","15",".77%","18.99%","79",".46%"
"133
Taylor County","25",".16%","89.29%","3",".15%","10.71%","28",".16%"
"134
Telfair County","26",".17%","78.79%","7",".36%","21.21%","33",".19%"
"135
Terrell County","25",".16%","89.29%","3",".15%","10.71%","28",".16%"
"136
Thomas County","57",".37%","86.36%","9",".46%","13.64%","66",".38%"
"137
Tift County","86",".56%","91.49%","8",".41%","8.51%","94",".54%"
"138
Toombs County","84",".55%","88.42%","11",".57%","11.58%","95",".55%"
"139
Towns County","14",".09%","73.68%","5",".26%","26.32%","19",".11%"
"140
Treutlen County","27",".18%","87.10%","4",".21%","12.90%","31",".18%"
"141
Troup County","189","1.23%","87.10%","28","1.44%","12.90%","217","1.26%"
"142
Turner County","24",".16%","100.00%","","","","24",".14%"
"143
Twiggs County","18",".12%","94.74%","1",".05%","5.26%","19",".11%"
"144
Union County","35",".23%","94.59%","2",".10%","5.41%","37",".21%"
"145
Upson County","62",".40%","83.78%","12",".62%","16.22%","74",".43%"
"146
Walker County","154","1.00%","84.15%","29","1.49%","15.85%","183","1.06%"
"147
Walton County","213","1.39%","88.38%","28","1.44%","11.62%","241","1.40%"
"148
Ware County","141",".92%","84.94%","25","1.29%","15.06%","166",".96%"
"149
Warren County","6",".04%","100.00%","","","","6",".03%"
"150
Washington County","41",".27%","91.11%","4",".21%","8.89%","45",".26%"
"151
Wayne County","42",".27%","91.30%","4",".21%","8.70%","46",".27%"
