"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"115 
Polk County","50",".41%","78.13%","14","1.01%","21.88%","64",".47%"
"116 
Pulaski County","9",".07%","75.00%","3",".22%","25.00%","12",".09%"
"117 
Putnam County","47",".38%","90.38%","5",".36%","9.62%","52",".38%"
"118 
Quitman County","1",".01%","100.00%","","","","1",".01%"
"119 
Rabun County","34",".28%","82.93%","7",".51%","17.07%","41",".30%"
"120 
Randolph County","11",".09%","91.67%","1",".07%","8.33%","12",".09%"
"121 
Richmond County","346","2.83%","94.02%","22","1.59%","5.98%","368","2.70%"
"122 
Rockdale County","151","1.24%","93.21%","11",".79%","6.79%","162","1.19%"
"123 
Schley County","11",".09%","100.00%","","","","11",".08%"
"124 
Screven County","30",".25%","93.75%","2",".14%","6.25%","32",".24%"
"125 
Seminole County","21",".17%","80.77%","5",".36%","19.23%","26",".19%"
"126 
Spalding County","174","1.42%","92.55%","14","1.01%","7.45%","188","1.38%"
"127 
Stephens County","41",".34%","100.00%","","","","41",".30%"
"128 
Stewart County","2",".02%","100.00%","","","","2",".01%"
"129 
Sumter County","59",".48%","98.33%","1",".07%","1.67%","60",".44%"
"130 
Talbot County","1",".01%","100.00%","","","","1",".01%"
"131 
Taliaferro County","4",".03%","100.00%","","","","4",".03%"
"132 
Tattnall County","40",".33%","80.00%","10",".72%","20.00%","50",".37%"
"133 
Taylor County","3",".02%","75.00%","1",".07%","25.00%","4",".03%"
"134 
Telfair County","29",".24%","85.29%","5",".36%","14.71%","34",".25%"
"135 
Terrell County","9",".07%","100.00%","","","","9",".07%"
"136 
Thomas County","74",".61%","96.10%","3",".22%","3.90%","77",".57%"
"137 
Tift County","84",".69%","96.55%","3",".22%","3.45%","87",".64%"
"138 
Toombs County","72",".59%","85.71%","12",".87%","14.29%","84",".62%"
"139 
Towns County","11",".09%","91.67%","1",".07%","8.33%","12",".09%"
"140 
Treutlen County","19",".16%","100.00%","","","","19",".14%"
"141 
Troup County","134","1.10%","87.58%","19","1.37%","12.42%","153","1.12%"
"142 
Turner County","8",".07%","80.00%","2",".14%","20.00%","10",".07%"
"143 
Twiggs County","8",".07%","80.00%","2",".14%","20.00%","10",".07%"
"144 
Union County","20",".16%","76.92%","6",".43%","23.08%","26",".19%"
"145 
Upson County","64",".52%","92.75%","5",".36%","7.25%","69",".51%"
"146 
Walker County","155","1.27%","85.16%","27","1.95%","14.84%","182","1.34%"
"147 
Walton County","303","2.48%","83.70%","59","4.26%","16.30%","362","2.66%"
"148 
Ware County","60",".49%","89.55%","7",".51%","10.45%","67",".49%"
"149 
Warren County","6",".05%","100.00%","","","","6",".04%"
"150 
Washington County","41",".34%","85.42%","7",".51%","14.58%","48",".35%"
"151 
Wayne County","62",".51%","83.78%","12",".87%","16.22%","74",".54%"
"152 
Webster County","3",".02%","100.00%","","","","3",".02%"
