"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076 
Houston County","195","1.21%","88.64%","25","1.17%","11.36%","220","1.20%"
"077 
Irwin County","18",".11%","81.82%","4",".19%","18.18%","22",".12%"
"078 
Jackson County","110",".68%","94.02%","7",".33%","5.98%","117",".64%"
"079 
Jasper County","30",".19%","78.95%","8",".37%","21.05%","38",".21%"
"080 
Jeff Davis County","27",".17%","93.10%","2",".09%","6.90%","29",".16%"
"081 
Jefferson County","40",".25%","88.89%","5",".23%","11.11%","45",".25%"
"082 
Jenkins County","26",".16%","96.30%","1",".05%","3.70%","27",".15%"
"083 
Johnson County","8",".05%","80.00%","2",".09%","20.00%","10",".05%"
"084 
Jones County","74",".46%","85.06%","13",".61%","14.94%","87",".48%"
"085 
Lamar County","15",".09%","88.24%","2",".09%","11.76%","17",".09%"
"086 
Lanier County","9",".06%","75.00%","3",".14%","25.00%","12",".07%"
"087 
Laurens County","89",".55%","89.90%","10",".47%","10.10%","99",".54%"
"088 
Lee County","20",".12%","86.96%","3",".14%","13.04%","23",".13%"
"089 
Liberty County","60",".37%","96.77%","2",".09%","3.23%","62",".34%"
"090 
Lincoln County","13",".08%","86.67%","2",".09%","13.33%","15",".08%"
"091 
Long County","17",".11%","80.95%","4",".19%","19.05%","21",".11%"
"092 
Lowndes County","118",".73%","90.08%","13",".61%","9.92%","131",".72%"
"093 
Lumpkin County","37",".23%","90.24%","4",".19%","9.76%","41",".22%"
"094 
Macon County","12",".07%","92.31%","1",".05%","7.69%","13",".07%"
"095 
Madison County","62",".38%","86.11%","10",".47%","13.89%","72",".39%"
"096 
Marion County","9",".06%","90.00%","1",".05%","10.00%","10",".05%"
"097 
Mcduffie County","54",".33%","98.18%","1",".05%","1.82%","55",".30%"
"098 
Mcintosh County","24",".15%","85.71%","4",".19%","14.29%","28",".15%"
"099 
Meriwether County","83",".51%","89.25%","10",".47%","10.75%","93",".51%"
"100 
Miller County","13",".08%","92.86%","1",".05%","7.14%","14",".08%"
"101 
Mitchell County","37",".23%","92.50%","3",".14%","7.50%","40",".22%"
"102 
Monroe County","57",".35%","93.44%","4",".19%","6.56%","61",".33%"
"103 
Montgomery County","15",".09%","83.33%","3",".14%","16.67%","18",".10%"
"104 
Morgan County","49",".30%","85.96%","8",".37%","14.04%","57",".31%"
"105 
Murray County","126",".78%","85.14%","22","1.03%","14.86%","148",".81%"
"106 
Muscogee County","397","2.46%","88.62%","51","2.39%","11.38%","448","2.45%"
"107 
Newton County","308","1.90%","85.56%","52","2.44%","14.44%","360","1.97%"
"108 
Oconee County","17",".11%","100.00%","","","","17",".09%"
"109 
Oglethorpe County","29",".18%","96.67%","1",".05%","3.33%","30",".16%"
"110 
Paulding County","70",".43%","87.50%","10",".47%","12.50%","80",".44%"
"111 
Peach County","38",".24%","97.44%","1",".05%","2.56%","39",".21%"
"112 
Pickens County","34",".21%","80.95%","8",".37%","19.05%","42",".23%"
"113 
Pierce County","43",".27%","89.58%","5",".23%","10.42%","48",".26%"
