"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"038
Coweta County","228","1.49%","88.37%","30","1.52%","11.63%","258","1.50%"
"039
Crawford County","5",".03%","50.00%","5",".25%","50.00%","10",".06%"
"040
Crisp County","80",".52%","87.91%","11",".56%","12.09%","91",".53%"
"041
Dade County","33",".22%","80.49%","8",".40%","19.51%","41",".24%"
"042
Dawson County","32",".21%","80.00%","8",".40%","20.00%","40",".23%"
"043
Decatur County","50",".33%","86.21%","8",".40%","13.79%","58",".34%"
"044
Dekalb County","724","4.74%","92.94%","55","2.78%","7.06%","779","4.52%"
"045
Dodge County","59",".39%","93.65%","4",".20%","6.35%","63",".37%"
"046
Dooly County","36",".24%","97.30%","1",".05%","2.70%","37",".21%"
"047
Dougherty County","231","1.51%","89.19%","28","1.42%","10.81%","259","1.50%"
"048
Douglas County","336","2.20%","84.85%","60","3.03%","15.15%","396","2.30%"
"049
Early County","11",".07%","78.57%","3",".15%","21.43%","14",".08%"
"050
Echols County","4",".03%","100.00%","","","","4",".02%"
"051
Effingham County","78",".51%","92.86%","6",".30%","7.14%","84",".49%"
"052
Elbert County","67",".44%","94.37%","4",".20%","5.63%","71",".41%"
"053
Emanuel County","37",".24%","86.05%","6",".30%","13.95%","43",".25%"
"054
Evans County","17",".11%","89.47%","2",".10%","10.53%","19",".11%"
"055
Fannin County","32",".21%","94.12%","2",".10%","5.88%","34",".20%"
"056
Fayette County","127",".83%","88.81%","16",".81%","11.19%","143",".83%"
"057
Floyd County","330","2.16%","84.40%","61","3.09%","15.60%","391","2.27%"
"058
Forsyth County","118",".77%","87.41%","17",".86%","12.59%","135",".78%"
"059
Franklin County","57",".37%","83.82%","11",".56%","16.18%","68",".39%"
"060
Fulton County","1,078","7.06%","94.40%","64","3.24%","5.60%","1,142","6.63%"
"061
Gilmer County","26",".17%","78.79%","7",".35%","21.21%","33",".19%"
"062
Glascock County","4",".03%","100.00%","","","","4",".02%"
"063
Glynn County","179","1.17%","90.40%","19",".96%","9.60%","198","1.15%"
"064
Gordon County","135",".88%","79.88%","34","1.72%","20.12%","169",".98%"
"065
Grady County","24",".16%","85.71%","4",".20%","14.29%","28",".16%"
"066
Greene County","40",".26%","90.91%","4",".20%","9.09%","44",".26%"
"067
Gwinnett County","942","6.17%","88.28%","125","6.32%","11.72%","1,067","6.19%"
"068
Habersham County","35",".23%","83.33%","7",".35%","16.67%","42",".24%"
"069
Hall County","206","1.35%","86.55%","32","1.62%","13.45%","238","1.38%"
"070
Hancock County","13",".09%","100.00%","","","","13",".08%"
"071
Haralson County","37",".24%","94.87%","2",".10%","5.13%","39",".23%"
"072
Harris County","36",".24%","83.72%","7",".35%","16.28%","43",".25%"
"073
Hart County","64",".42%","84.21%","12",".61%","15.79%","76",".44%"
"074
Heard County","14",".09%","77.78%","4",".20%","22.22%","18",".10%"
"075
Henry County","189","1.24%","85.14%","33","1.67%","14.86%","222","1.29%"
