"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"038
Coweta County","195","1.22%","85.15%","34","1.46%","14.85%","229","1.25%"
"039
Crawford County","10",".06%","100.00%","","","","10",".05%"
"040
Crisp County","83",".52%","91.21%","8",".34%","8.79%","91",".50%"
"041
Dade County","47",".29%","90.38%","5",".21%","9.62%","52",".28%"
"042
Dawson County","31",".19%","81.58%","7",".30%","18.42%","38",".21%"
"043
Decatur County","62",".39%","93.94%","4",".17%","6.06%","66",".36%"
"044
Dekalb County","732","4.59%","91.50%","68","2.92%","8.50%","800","4.38%"
"045
Dodge County","49",".31%","89.09%","6",".26%","10.91%","55",".30%"
"046
Dooly County","22",".14%","81.48%","5",".21%","18.52%","27",".15%"
"047
Dougherty County","222","1.39%","91.36%","21",".90%","8.64%","243","1.33%"
"048
Douglas County","352","2.21%","86.49%","55","2.36%","13.51%","407","2.23%"
"049
Early County","25",".16%","96.15%","1",".04%","3.85%","26",".14%"
"050
Echols County","2",".01%","66.67%","1",".04%","33.33%","3",".02%"
"051
Effingham County","66",".41%","90.41%","7",".30%","9.59%","73",".40%"
"052
Elbert County","42",".26%","87.50%","6",".26%","12.50%","48",".26%"
"053
Emanuel County","35",".22%","79.55%","9",".39%","20.45%","44",".24%"
"054
Evans County","29",".18%","96.67%","1",".04%","3.33%","30",".16%"
"055
Fannin County","20",".13%","66.67%","10",".43%","33.33%","30",".16%"
"056
Fayette County","119",".75%","84.40%","22",".94%","15.60%","141",".77%"
"057
Floyd County","283","1.77%","84.98%","50","2.15%","15.02%","333","1.82%"
"058
Forsyth County","106",".66%","81.54%","24","1.03%","18.46%","130",".71%"
"059
Franklin County","66",".41%","84.62%","12",".52%","15.38%","78",".43%"
"060
Fulton County","1,031","6.47%","93.22%","75","3.22%","6.78%","1,106","6.05%"
"061
Gilmer County","39",".24%","90.70%","4",".17%","9.30%","43",".24%"
"062
Glascock County","4",".03%","100.00%","","","","4",".02%"
"063
Glynn County","179","1.12%","91.33%","17",".73%","8.67%","196","1.07%"
"064
Gordon County","153",".96%","81.82%","34","1.46%","18.18%","187","1.02%"
"065
Grady County","26",".16%","96.30%","1",".04%","3.70%","27",".15%"
"066
Greene County","53",".33%","92.98%","4",".17%","7.02%","57",".31%"
"067
Gwinnett County","987","6.19%","86.05%","160","6.87%","13.95%","1,147","6.28%"
"068
Habersham County","57",".36%","83.82%","11",".47%","16.18%","68",".37%"
"069
Hall County","220","1.38%","85.60%","37","1.59%","14.40%","257","1.41%"
"070
Hancock County","15",".09%","88.24%","2",".09%","11.76%","17",".09%"
"071
Haralson County","35",".22%","77.78%","10",".43%","22.22%","45",".25%"
"072
Harris County","37",".23%","88.10%","5",".21%","11.90%","42",".23%"
"073
Hart County","68",".43%","89.47%","8",".34%","10.53%","76",".42%"
"074
Heard County","20",".13%","86.96%","3",".13%","13.04%","23",".13%"
"075
Henry County","287","1.80%","83.43%","57","2.45%","16.57%","344","1.88%"
