"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"000 
Unknown","34",".25%","89.47%","4",".23%","10.53%","38",".25%"
"001 
Appling County","30",".22%","88.24%","4",".23%","11.76%","34",".22%"
"002 
Atkinson County","14",".10%","100.00%","","","","14",".09%"
"003 
Bacon County","28",".21%","93.33%","2",".11%","6.67%","30",".20%"
"004 
Baker County","2",".01%","66.67%","1",".06%","33.33%","3",".02%"
"005 
Baldwin County","106",".79%","90.60%","11",".63%","9.40%","117",".77%"
"006 
Banks County","19",".14%","86.36%","3",".17%","13.64%","22",".14%"
"007 
Barrow County","113",".84%","79.02%","30","1.71%","20.98%","143",".94%"
"008 
Bartow County","205","1.52%","84.71%","37","2.11%","15.29%","242","1.59%"
"009 
Ben Hill County","77",".57%","95.06%","4",".23%","4.94%","81",".53%"
"010 
Berrien County","30",".22%","88.24%","4",".23%","11.76%","34",".22%"
"011 
Bibb County","210","1.56%","94.59%","12",".68%","5.41%","222","1.46%"
"012 
Bleckley County","22",".16%","88.00%","3",".17%","12.00%","25",".16%"
"013 
Brantley County","27",".20%","81.82%","6",".34%","18.18%","33",".22%"
"014 
Brooks County","19",".14%","100.00%","","","","19",".12%"
"015 
Bryan County","34",".25%","91.89%","3",".17%","8.11%","37",".24%"
"016 
Bulloch County","174","1.29%","87.44%","25","1.43%","12.56%","199","1.31%"
"017 
Burke County","41",".30%","93.18%","3",".17%","6.82%","44",".29%"
"018 
Butts County","48",".36%","88.89%","6",".34%","11.11%","54",".35%"
"019 
Calhoun County","5",".04%","83.33%","1",".06%","16.67%","6",".04%"
"020 
Camden County","47",".35%","88.68%","6",".34%","11.32%","53",".35%"
"021 
Candler County","21",".16%","95.45%","1",".06%","4.55%","22",".14%"
"022 
Carroll County","212","1.57%","87.60%","30","1.71%","12.40%","242","1.59%"
"023 
Catoosa County","145","1.08%","79.23%","38","2.17%","20.77%","183","1.20%"
"024 
Charlton County","21",".16%","84.00%","4",".23%","16.00%","25",".16%"
"025 
Chatham County","309","2.29%","91.96%","27","1.54%","8.04%","336","2.21%"
"026 
Chattahoochee County","5",".04%","83.33%","1",".06%","16.67%","6",".04%"
"027 
Chattooga County","57",".42%","93.44%","4",".23%","6.56%","61",".40%"
"028 
Cherokee County","165","1.23%","92.70%","13",".74%","7.30%","178","1.17%"
"029 
Clarke County","142","1.05%","91.61%","13",".74%","8.39%","155","1.02%"
"030 
Clay County","4",".03%","100.00%","","","","4",".03%"
"031 
Clayton County","190","1.41%","88.79%","24","1.37%","11.21%","214","1.41%"
"032 
Clinch County","16",".12%","88.89%","2",".11%","11.11%","18",".12%"
"033 
Cobb County","652","4.84%","90.06%","72","4.10%","9.94%","724","4.76%"
"034 
Coffee County","113",".84%","92.62%","9",".51%","7.38%","122",".80%"
"035 
Colquitt County","33",".25%","84.62%","6",".34%","15.38%","39",".26%"
"036 
Columbia County","160","1.19%","83.77%","31","1.77%","16.23%","191","1.25%"
"037 
Cook County","36",".27%","92.31%","3",".17%","7.69%","39",".26%"
