"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"038
Coweta County","209","1.28%","87.45%","30","1.37%","12.55%","239","1.29%"
"039
Crawford County","7",".04%","77.78%","2",".09%","22.22%","9",".05%"
"040
Crisp County","90",".55%","89.11%","11",".50%","10.89%","101",".55%"
"041
Dade County","37",".23%","88.10%","5",".23%","11.90%","42",".23%"
"042
Dawson County","37",".23%","78.72%","10",".46%","21.28%","47",".25%"
"043
Decatur County","59",".36%","89.39%","7",".32%","10.61%","66",".36%"
"044
Dekalb County","780","4.78%","92.42%","64","2.91%","7.58%","844","4.56%"
"045
Dodge County","57",".35%","90.48%","6",".27%","9.52%","63",".34%"
"046
Dooly County","27",".17%","96.43%","1",".05%","3.57%","28",".15%"
"047
Dougherty County","316","1.93%","93.49%","22","1.00%","6.51%","338","1.82%"
"048
Douglas County","389","2.38%","84.75%","70","3.19%","15.25%","459","2.48%"
"049
Early County","27",".17%","81.82%","6",".27%","18.18%","33",".18%"
"051
Effingham County","73",".45%","92.41%","6",".27%","7.59%","79",".43%"
"052
Elbert County","57",".35%","90.48%","6",".27%","9.52%","63",".34%"
"053
Emanuel County","37",".23%","90.24%","4",".18%","9.76%","41",".22%"
"054
Evans County","32",".20%","91.43%","3",".14%","8.57%","35",".19%"
"055
Fannin County","16",".10%","80.00%","4",".18%","20.00%","20",".11%"
"056
Fayette County","118",".72%","86.76%","18",".82%","13.24%","136",".73%"
"057
Floyd County","328","2.01%","85.64%","55","2.50%","14.36%","383","2.07%"
"058
Forsyth County","140",".86%","82.35%","30","1.37%","17.65%","170",".92%"
"059
Franklin County","62",".38%","89.86%","7",".32%","10.14%","69",".37%"
"060
Fulton County","1,174","7.19%","94.37%","70","3.19%","5.63%","1,244","6.71%"
"061
Gilmer County","25",".15%","83.33%","5",".23%","16.67%","30",".16%"
"062
Glascock County","1",".01%","100.00%","","","","1",".01%"
"063
Glynn County","158",".97%","84.95%","28","1.28%","15.05%","186","1.00%"
"064
Gordon County","154",".94%","80.63%","37","1.68%","19.37%","191","1.03%"
"065
Grady County","27",".17%","87.10%","4",".18%","12.90%","31",".17%"
"066
Greene County","44",".27%","93.62%","3",".14%","6.38%","47",".25%"
"067
Gwinnett County","951","5.82%","86.22%","152","6.92%","13.78%","1,103","5.95%"
"068
Habersham County","36",".22%","87.80%","5",".23%","12.20%","41",".22%"
"069
Hall County","242","1.48%","86.74%","37","1.68%","13.26%","279","1.51%"
"070
Hancock County","13",".08%","100.00%","","","","13",".07%"
"071
Haralson County","52",".32%","89.66%","6",".27%","10.34%","58",".31%"
"072
Harris County","31",".19%","79.49%","8",".36%","20.51%","39",".21%"
"073
Hart County","55",".34%","88.71%","7",".32%","11.29%","62",".33%"
"074
Heard County","24",".15%","88.89%","3",".14%","11.11%","27",".15%"
"075
Henry County","213","1.30%","81.92%","47","2.14%","18.08%","260","1.40%"
"076
Houston County","171","1.05%","89.53%","20",".91%","10.47%","191","1.03%"
