"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"038
Coweta County","224","1.23%","92.95%","17",".77%","7.05%","241","1.18%"
"039
Crawford County","6",".03%","100.00%","","","","6",".03%"
"040
Crisp County","72",".40%","90.00%","8",".36%","10.00%","80",".39%"
"041
Dade County","28",".15%","90.32%","3",".14%","9.68%","31",".15%"
"042
Dawson County","39",".21%","82.98%","8",".36%","17.02%","47",".23%"
"043
Decatur County","66",".36%","84.62%","12",".54%","15.38%","78",".38%"
"044
Dekalb County","1,127","6.20%","92.00%","98","4.43%","8.00%","1,225","6.01%"
"045
Dodge County","72",".40%","88.89%","9",".41%","11.11%","81",".40%"
"046
Dooly County","33",".18%","94.29%","2",".09%","5.71%","35",".17%"
"047
Dougherty County","339","1.87%","89.21%","41","1.86%","10.79%","380","1.87%"
"048
Douglas County","547","3.01%","86.28%","87","3.94%","13.72%","634","3.11%"
"049
Early County","28",".15%","96.55%","1",".05%","3.45%","29",".14%"
"050
Echols County","5",".03%","100.00%","","","","5",".02%"
"051
Effingham County","82",".45%","92.13%","7",".32%","7.87%","89",".44%"
"052
Elbert County","51",".28%","91.07%","5",".23%","8.93%","56",".27%"
"053
Emanuel County","60",".33%","92.31%","5",".23%","7.69%","65",".32%"
"054
Evans County","23",".13%","85.19%","4",".18%","14.81%","27",".13%"
"055
Fannin County","28",".15%","82.35%","6",".27%","17.65%","34",".17%"
"056
Fayette County","152",".84%","83.52%","30","1.36%","16.48%","182",".89%"
"057
Floyd County","343","1.89%","82.45%","73","3.30%","17.55%","416","2.04%"
"058
Forsyth County","176",".97%","86.70%","27","1.22%","13.30%","203","1.00%"
"059
Franklin County","66",".36%","84.62%","12",".54%","15.38%","78",".38%"
"060
Fulton County","1,263","6.95%","93.49%","88","3.98%","6.51%","1,351","6.63%"
"061
Gilmer County","38",".21%","90.48%","4",".18%","9.52%","42",".21%"
"062
Glascock County","2",".01%","100.00%","","","","2",".01%"
"063
Glynn County","208","1.15%","93.69%","14",".63%","6.31%","222","1.09%"
"064
Gordon County","142",".78%","80.23%","35","1.58%","19.77%","177",".87%"
"065
Grady County","52",".29%","94.55%","3",".14%","5.45%","55",".27%"
"066
Greene County","52",".29%","88.14%","7",".32%","11.86%","59",".29%"
"067
Gwinnett County","1,183","6.51%","88.68%","151","6.83%","11.32%","1,334","6.55%"
"068
Habersham County","35",".19%","97.22%","1",".05%","2.78%","36",".18%"
"069
Hall County","281","1.55%","84.89%","50","2.26%","15.11%","331","1.62%"
"070
Hancock County","14",".08%","100.00%","","","","14",".07%"
"071
Haralson County","86",".47%","91.49%","8",".36%","8.51%","94",".46%"
"072
Harris County","42",".23%","89.36%","5",".23%","10.64%","47",".23%"
"073
Hart County","62",".34%","89.86%","7",".32%","10.14%","69",".34%"
"074
Heard County","22",".12%","84.62%","4",".18%","15.38%","26",".13%"
"075
Henry County","216","1.19%","83.72%","42","1.90%","16.28%","258","1.27%"
