"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"114 
Pike County","9",".07%","81.82%","2",".12%","18.18%","11",".07%"
"115 
Polk County","68",".52%","82.93%","14",".81%","17.07%","82",".55%"
"116 
Pulaski County","17",".13%","94.44%","1",".06%","5.56%","18",".12%"
"117 
Putnam County","36",".27%","90.00%","4",".23%","10.00%","40",".27%"
"118 
Quitman County","1",".01%","100.00%","","","","1",".01%"
"119 
Rabun County","24",".18%","96.00%","1",".06%","4.00%","25",".17%"
"120 
Randolph County","12",".09%","85.71%","2",".12%","14.29%","14",".09%"
"121 
Richmond County","371","2.83%","88.76%","47","2.71%","11.24%","418","2.82%"
"122 
Rockdale County","169","1.29%","92.86%","13",".75%","7.14%","182","1.23%"
"123 
Schley County","7",".05%","87.50%","1",".06%","12.50%","8",".05%"
"124 
Screven County","29",".22%","96.67%","1",".06%","3.33%","30",".20%"
"125 
Seminole County","26",".20%","96.30%","1",".06%","3.70%","27",".18%"
"126 
Spalding County","168","1.28%","84.42%","31","1.78%","15.58%","199","1.34%"
"127 
Stephens County","57",".44%","100.00%","","","","57",".38%"
"128 
Stewart County","11",".08%","100.00%","","","","11",".07%"
"129 
Sumter County","58",".44%","87.88%","8",".46%","12.12%","66",".45%"
"130 
Talbot County","3",".02%","75.00%","1",".06%","25.00%","4",".03%"
"131 
Taliaferro County","7",".05%","100.00%","","","","7",".05%"
"132 
Tattnall County","44",".34%","73.33%","16",".92%","26.67%","60",".40%"
"133 
Taylor County","7",".05%","87.50%","1",".06%","12.50%","8",".05%"
"134 
Telfair County","25",".19%","89.29%","3",".17%","10.71%","28",".19%"
"135 
Terrell County","10",".08%","100.00%","","","","10",".07%"
"136 
Thomas County","81",".62%","94.19%","5",".29%","5.81%","86",".58%"
"137 
Tift County","72",".55%","92.31%","6",".35%","7.69%","78",".53%"
"138 
Toombs County","76",".58%","87.36%","11",".63%","12.64%","87",".59%"
"139 
Towns County","25",".19%","80.65%","6",".35%","19.35%","31",".21%"
"140 
Treutlen County","15",".11%","78.95%","4",".23%","21.05%","19",".13%"
"141 
Troup County","201","1.54%","90.95%","20","1.15%","9.05%","221","1.49%"
"142 
Turner County","5",".04%","83.33%","1",".06%","16.67%","6",".04%"
"143 
Twiggs County","13",".10%","86.67%","2",".12%","13.33%","15",".10%"
"144 
Union County","21",".16%","84.00%","4",".23%","16.00%","25",".17%"
"145 
Upson County","71",".54%","86.59%","11",".63%","13.41%","82",".55%"
"146 
Walker County","137","1.05%","86.71%","21","1.21%","13.29%","158","1.07%"
"147 
Walton County","274","2.09%","85.36%","47","2.71%","14.64%","321","2.16%"
"148 
Ware County","101",".77%","84.17%","19","1.09%","15.83%","120",".81%"
"149 
Warren County","8",".06%","88.89%","1",".06%","11.11%","9",".06%"
"150 
Washington County","38",".29%","90.48%","4",".23%","9.52%","42",".28%"
"151 
Wayne County","57",".44%","86.36%","9",".52%","13.64%","66",".45%"
