"County of Conviction","M Count","M Col %","M Row %","F Count","F Col %","F Row %","Total","Col %"
"076
Houston County","218","1.07%","90.83%","22","1.03%","9.17%","240","1.07%"
"077
Irwin County","22",".11%","91.67%","2",".09%","8.33%","24",".11%"
"078
Jackson County","94",".46%","85.45%","16",".75%","14.55%","110",".49%"
"079
Jasper County","26",".13%","86.67%","4",".19%","13.33%","30",".13%"
"080
Jeff Davis County","30",".15%","96.77%","1",".05%","3.23%","31",".14%"
"081
Jefferson County","46",".23%","95.83%","2",".09%","4.17%","48",".21%"
"082
Jenkins County","23",".11%","92.00%","2",".09%","8.00%","25",".11%"
"083
Johnson County","7",".03%","87.50%","1",".05%","12.50%","8",".04%"
"084
Jones County","73",".36%","86.90%","11",".52%","13.10%","84",".37%"
"085
Lamar County","24",".12%","92.31%","2",".09%","7.69%","26",".12%"
"086
Lanier County","25",".12%","100.00%","","","","25",".11%"
"087
Laurens County","130",".64%","92.20%","11",".52%","7.80%","141",".63%"
"088
Lee County","25",".12%","86.21%","4",".19%","13.79%","29",".13%"
"089
Liberty County","110",".54%","94.02%","7",".33%","5.98%","117",".52%"
"090
Lincoln County","10",".05%","83.33%","2",".09%","16.67%","12",".05%"
"091
Long County","15",".07%","100.00%","","","","15",".07%"
"092
Lowndes County","196",".96%","94.69%","11",".52%","5.31%","207",".92%"
"093
Lumpkin County","38",".19%","88.37%","5",".23%","11.63%","43",".19%"
"094
Macon County","23",".11%","100.00%","","","","23",".10%"
"095
Madison County","31",".15%","83.78%","6",".28%","16.22%","37",".16%"
"096
Marion County","10",".05%","90.91%","1",".05%","9.09%","11",".05%"
"097
Mcduffie County","88",".43%","94.62%","5",".23%","5.38%","93",".41%"
"098
Mcintosh County","38",".19%","95.00%","2",".09%","5.00%","40",".18%"
"099
Meriwether County","64",".32%","94.12%","4",".19%","5.88%","68",".30%"
"100
Miller County","11",".05%","100.00%","","","","11",".05%"
"101
Mitchell County","86",".42%","86.87%","13",".61%","13.13%","99",".44%"
"102
Monroe County","76",".37%","88.37%","10",".47%","11.63%","86",".38%"
"103
Montgomery County","19",".09%","90.48%","2",".09%","9.52%","21",".09%"
"104
Morgan County","63",".31%","91.30%","6",".28%","8.70%","69",".31%"
"105
Murray County","72",".35%","84.71%","13",".61%","15.29%","85",".38%"
"106
Muscogee County","457","2.25%","93.08%","34","1.59%","6.92%","491","2.19%"
"107
Newton County","335","1.65%","86.34%","53","2.49%","13.66%","388","1.73%"
"108
Oconee County","16",".08%","100.00%","","","","16",".07%"
"109
Oglethorpe County","22",".11%","88.00%","3",".14%","12.00%","25",".11%"
"110
Paulding County","134",".66%","94.37%","8",".38%","5.63%","142",".63%"
"111
Peach County","31",".15%","100.00%","","","","31",".14%"
"112
Pickens County","39",".19%","90.70%","4",".19%","9.30%","43",".19%"
"113
Pierce County","22",".11%","95.65%","1",".05%","4.35%","23",".10%"
